present_phon	past_phon	freq	present_orth	past_orth	class
lÈus	lÈust	44	loose	loosed	reg
mIsplÈes	mIsplÈest	44	misplace	misplaced	reg
WtwÈIt	WtwÈIt«d	44	outwit	outwitted	reg
ovÕsÈi	ovÕsÈ	44	oversee	oversaw	irreg
pr«kjÈur	pr«kjÈurd	44	procure	procured	reg
rÈEv«l	rÈEv«ld	44	revel	revelled	reg
sÈobÕ	sÈobÕd	44	sober	sobered	reg
spÈQNk	spÈQNkt	44	spank	spanked	reg
spÈÕn	spÈÕnd	44	spurn	spurned	reg
ÃnskrÈu	ÃnskrÈud	44	unscrew	unscrewed	reg
zÈIp	zÈIpt	44	zip	zipped	reg
«nÈY«let	«nÈY«let«d	43	annihilate	annihilated	reg
blÈer	blÈerd	43	blare	blared	reg
brÈoC	brÈoCt	43	broach	broached	reg
kÈaNgr«get	kÈaNgr«get«d	43	congregate	congregated	reg
kÈUS«n	kÈUS«nd	43	cushion	cushioned	reg
dÈQb«l	dÈQb«ld	43	dabble	dabbled	reg
dIbÈes	dIbÈest	43	debase	debased	reg
dirÈenJ	dirÈenJd	43	derange	deranged	reg
dIsfÈIgjÕ	dIsfÈIgjÕd	43	disfigure	disfigured	reg
IspÈWz	IspÈWzd	43	espouse	espoused	reg
fÈQD«m	fÈQD«md	43	fathom	fathomed	reg
fÈlt	fÈlt«d	43	fault	faulted	reg
m«nÈap«lYz	m«nÈap«lYzd	43	monopolize	monopolized	reg
pÈi	pÈid	43	pee	peed	reg
pÈÃls	pÈÃlst	43	pulse	pulsed	reg
rÈEd«n	rÈEd«nd	43	redden	reddened	reg
rijunÈYt	rijunÈYt«d	43	reunite	reunited	reg
rivÈYt«lYz	rivÈYt«lYzd	43	revitalize	revitalized	reg
snÈIgÕ	snÈIgÕd	43	snigger	sniggered	reg
spÈYs	spÈYst	43	spice	spiced	reg
tÈQk	tÈQkt	43	tack	tacked	reg
tÈol	tÈold	43	toll	tolled	reg
wÈet	wÈet«d	43	weight	weighted	reg
«bÈet	«bÈet«d	42	abate	abated	reg
«JÈOn	«JÈOnd	42	adjoin	adjoined	reg
ÈQmb«l	ÈQmb«ld	42	amble	ambled	reg
«prÈaksImet	«prÈaksImet«d	42	approximate	approximated	reg
bÈet	bÈet«d	42	bate	bated	reg
kÈWÕ	kÈWÕd	42	cower	cowered	reg
dÈd«l	dÈd«ld	42	dawdle	dawdled	reg
dIfÈYl	dIfÈYld	42	defile	defiled	reg
InÈQm«l	InÈQm«ld	42	enamel	enamelled	reg
fjÈum	fjÈumd	42	fume	fumed	reg
gÈQlv«nYz	gÈQlv«nYzd	42	galvanize	galvanized	reg
hÈspIt«lYz	hÈspIt«lYzd	42	hospitalize	hospitalized	reg
hjÈum«nYz	hjÈum«nYzd	42	humanize	humanized	reg
Int«rIlÈet	Int«rIlÈet«d	42	interrelate	interrelated	reg
IntÈaksIket	IntÈaksIket«d	42	intoxicate	intoxicated	reg
nÈYf	nÈYft	42	knife	knifed	reg
mÈÃk	mÈÃkt	42	muck	mucked	reg
pÕtÈÕb	pÕtÈÕbd	42	perturb	perturbed	reg
pÈasC«let	pÈasC«let«d	42	postulate	postulated	reg
prÈafIsY	prÈafIsYd	42	prophesy	prophesied	reg
rIplÈEnIS	rIplÈEnISt	42	replenish	replenished	reg
sÈQb«taZ	sÈQb«taZd	42	sabotage	sabotaged	reg
SÈQk«l	SÈQk«ld	42	shackle	shackled	reg
SÈIt	SÈIt«d	42	shit	shitted	reg
SÈÃnt	SÈÃnt«d	42	shunt	shunted	reg
sÈIz«l	sÈIz«ld	42	sizzle	sizzled	reg
slÈat	slÈat«d	42	slot	slotted	reg
snÈek	snÈekt	42	snake	snaked	reg
TÈÃm	TÈÃmd	42	thumb	thumbed	reg
tÈInt	tÈInt«d	42	tint	tinted	reg
wÈek«n	wÈek«nd	42	waken	wakened	reg
wÈIt«l	wÈIt«ld	42	whittle	whittled	reg
jÈElo	jÈElod	42	yellow	yellowed	reg
«mÈQlg«met	«mÈQlg«met«d	41	amalgamate	amalgamated	reg
bÈe	bÈed	41	bay	bayed	reg
brÈQndIS	brÈQndISt	41	brandish	brandished	reg
kÈek	kÈekt	41	cake	caked	reg
kÈarpIt	kÈarpIt«d	41	carpet	carpeted	reg
kÈS«n	kÈS«nd	41	caution	cautioned	reg
klÈInC	klÈInCt	41	clinch	clinched	reg
k«nJÈEkCÕ	k«nJÈEkCÕd	41	conjecture	conjectured	reg
kÈÃvIt	kÈÃvIt«d	41	covet	coveted	reg
kÈÃf	kÈÃft	41	cuff	cuffed	reg
dIbÈIlItet	dIbÈIlItet«d	41	debilitate	debilitated	reg
dIprÈev	dIprÈevd	41	deprave	depraved	reg
dYlÈet	dYlÈet«d	41	dilate	dilated	reg
dIskÈÃlÕ	dIskÈÃlÕd	41	discolour	discoloured	reg
dIsÈEkt	dIsÈEkt«d	41	dissect	dissected	reg
IlÈEktrIfY	IlÈEktrIfYd	41	electrify	electrified	reg
InkrÈoC	InkrÈoCt	41	encroach	encroached	reg
IkstÈÕmInet	IkstÈÕmInet«d	41	exterminate	exterminated	reg
flÈag	flÈagd	41	flog	flogged	reg
fÈom	fÈomd	41	foam	foamed	reg
glÈImÕ	glÈImÕd	41	glimmer	glimmered	reg
gÈod	gÈod«d	41	goad	goaded	reg
ÈInC	ÈInCt	41	inch	inched	reg
IntÕJÈEkt	IntÕJÈEkt«d	41	interject	interjected	reg
JÈQNg«l	JÈQNg«ld	41	jangle	jangled	reg
kÈInd«l	kÈInd«ld	41	kindle	kindled	reg
mÈQd«n	mÈQd«nd	41	madden	maddened	reg
mÈOs«n	mÈOs«nd	41	moisten	moistened	reg
ÈorkIstret	ÈorkIstret«d	41	orchestrate	orchestrated	reg
ÈWst	ÈWst«d	41	oust	ousted	reg
ovÕwÈÕk	ovÕwÈÕkt	41	overwork	overworked	reg
pÈev	pÈevd	41	pave	paved	reg
rÈQnt	rÈQnt«d	41	rant	ranted	reg
rimÈeri	rimÈerid	41	remarry	remarried	reg
sÈWÕ	sÈWÕd	41	sour	soured	reg
spjÈu	spjÈud	41	spew	spewed	reg
splÈÃtÕ	splÈÃtÕd	41	splutter	spluttered	reg
stÈamp	stÈampt	41	stomp	stomped	reg
tÈQksi	tÈQksid	41	taxi	taxied	reg
trÈEb«l	trÈEb«ld	41	treble	trebled	reg
vÈito	vÈitod	41	veto	vetoed	reg
ÈQbdIket	ÈQbdIket«d	40	abdicate	abdicated	reg
bÈQnd	bÈQnd«d	40	band	banded	reg
kÈQt«lg	kÈQt«lgd	40	catalogue	catalogued	reg
k«nstrÈu	k«nstrÈud	40	construe	construed	reg
krÈok	krÈokt	40	croak	croaked	reg
dIlÈIbÕet	dIlÈIbÕet«d	40	deliberate	deliberated	reg
dIsmÈWnt	dIsmÈWnt«d	40	dismount	dismounted	reg
forsÈek	forsÈUk	40	forsake	forsook	irreg
hÈo	hÈod	40	hoe	hoed	reg
InflÈem	InflÈemd	40	inflame	inflamed	reg
JÈÕni	JÈÕnid	40	journey	journeyed	reg
mÈarS«l	mÈarS«ld	40	marshal	marshalled	reg
nÈEst	nÈEst«d	40	nest	nested	reg
pÈQmpÕ	pÈQmpÕd	40	pamper	pampered	reg
pÈÕs«n«lYz	pÈÕs«n«lYzd	40	personalize	personalized	reg
prÈQns	prÈQnst	40	prance	pranced	reg
prÈESÕ	prÈESÕd	40	pressure	pressured	reg
rÈev	rÈevd	40	rave	raved	reg
SÈem	SÈemd	40	shame	shamed	reg
SÈÃtÕ	SÈÃtÕd	40	shutter	shuttered	reg
sÈÃk«l	sÈÃk«ld	40	suckle	suckled	reg
tÈent	tÈent«d	40	taint	tainted	reg
tÈQnt«lYz	tÈQnt«lYzd	40	tantalize	tantalized	reg
ÃphÈolstÕ	ÃphÈolstÕd	40	upholster	upholstered	reg
«bhÈor	«bhÈord	39	abhor	abhorred	reg
«mÈQs	«mÈQst	39	amass	amassed	reg
blÈÃf	blÈÃft	39	bluff	bluffed	reg
CÈef	CÈeft	39	chafe	chafed	reg
k«nkÈÕ	k«nkÈÕd	39	concur	concurred	reg
kÈapjUlet	kÈapjUlet«d	39	copulate	copulated	reg
k«rÈab«ret	k«rÈab«ret«d	39	corroborate	corroborated	reg
krÈQmp	krÈQmpt	39	cramp	cramped	reg
dIflÈet	dIflÈet«d	39	deflate	deflated	reg
damInÈir	damInÈird	39	domineer	domineered	reg
IgzÈQkt	IgzÈQkt«d	39	exact	exacted	reg
gÈorJ	gÈorJd	39	gorge	gorged	reg
grÈQft	grÈQft«d	39	graft	grafted	reg
ÈInstIget	ÈInstIget«d	39	instigate	instigated	reg
JÈÃg«l	JÈÃg«ld	39	juggle	juggled	reg
lÈig«lYz	lÈig«lYzd	39	legalize	legalized	reg
lÈÃmp	lÈÃmpt	39	lump	lumped	reg
mÈorgIJ	mÈorgIJd	39	mortgage	mortgaged	reg
nÈEk	nÈEkt	39	neck	necked	reg
pÈElt	pÈElt«d	39	pelt	pelted	reg
pÕspÈYÕ	pÕspÈYÕd	39	perspire	perspired	reg
plÈÃndÕ	plÈÃndÕd	39	plunder	plundered	reg
rIkÈOl	rIkÈOld	39	recoil	recoiled	reg
rEz«rÈEkt	rEz«rÈEkt«d	39	resurrect	resurrected	reg
rÈEC	rÈECt	39	retch	retched	reg
skÈQnd«lYz	skÈQnd«lYzd	39	scandalize	scandalized	reg
sÈYd«l	sÈYd«ld	39	sidle	sidled	reg
smÈÕk	smÈÕkt	39	smirk	smirked	reg
s«lÈIdIfY	s«lÈIdIfYd	39	solidify	solidified	reg
stÈÃtÕ	stÈÃtÕd	39	stutter	stuttered	reg
sÕmÈYz	sÕmÈYzd	39	surmise	surmised	reg
tÈElIvYz	tÈElIvYzd	39	televise	televised	reg
twÈItÕ	twÈItÕd	39	twitter	twittered	reg
ÃnzÈIp	ÃnzÈIpt	39	unzip	unzipped	reg
«lÈe	«lÈed	38	allay	allayed	reg
bIfrÈEnd	bIfrÈEnd«d	38	befriend	befriended	reg
bIgÈEt	bIgÈat	38	beget	begot	irreg
blÈÃnt	blÈÃnt«d	38	blunt	blunted	reg
krÈen	krÈend	38	crane	craned	reg
dIfÈEkt	dIfÈEkt«d	38	defect	defected	reg
dÈEnIgret	dÈEnIgret«d	38	denigrate	denigrated	reg
dIsk«ntÈInju	dIsk«ntÈInjud	38	discontinue	discontinued	reg
dIspÈerIJ	dIspÈerIJd	38	disparage	disparaged	reg
dYvÈÃlJ	dYvÈÃlJd	38	divulge	divulged	reg
InslÈev	InslÈevd	38	enslave	enslaved	reg
fÈls«fY	fÈls«fYd	38	falsify	falsified	reg
flÈWÕ	flÈWÕd	38	flour	floured	reg
fÈsIlYz	fÈsIlYzd	38	fossilize	fossilized	reg
glÈin	glÈind	38	glean	gleaned	reg
ÈirIget	ÈirIget«d	38	irrigate	irrigated	reg
lÈQnskep	lÈQnskept	38	landscape	landscaped	reg
lÈndÕ	lÈndÕd	38	launder	laundered	reg
lÈir	lÈird	38	leer	leered	reg
lÈon	lÈond	38	loan	loaned	reg
mQsk«rÈed	mQsk«rÈed«d	38	masquerade	masqueraded	reg
pÈQn«l	pÈQn«ld	38	panel	panelled	reg
pÈQtÕ	pÈQtÕd	38	patter	pattered	reg
pÈÕpItret	pÈÕpItret«d	38	perpetrate	perpetrated	reg
pÈEstÕ	pÈEstÕd	38	pester	pestered	reg
rÈQnsQk	rÈQnsQkt	38	ransack	ransacked	reg
rinÈem	rinÈemd	38	rename	renamed	reg
rÈWt	rÈWt«d	38	rout	routed	reg
sÈEgrIget	sÈEgrIget«d	38	segregate	segregated	reg
snÈÃg«l	snÈÃg«ld	38	snuggle	snuggled	reg
spÈÃnJ	spÈÃnJd	38	sponge	sponged	reg
s«bÈordInet	s«bÈordInet«d	38	subordinate	subordinated	reg
swÈD	swÈDd	38	swathe	swathed	reg
TrÈN	TrÈNd	38	throng	thronged	reg
wÈor	wÈord	38	war	warred	reg
wÈEJ	wÈEJd	38	wedge	wedged	reg
wÈÕ	wÈÕd	38	whirr	whirred	reg
wÈIz	wÈIzd	38	whiz	whizzed	reg
«frÈÃnt	«frÈÃnt«d	37	affront	affronted	reg
bÈand	bÈand«d	37	bond	bonded	reg
CÈÃg	CÈÃgd	37	chug	chugged	reg
dIlÈit	dIlÈit«d	37	delete	deleted	reg
dIsbÈQnd	dIsbÈQnd«d	37	disband	disbanded	reg
dIsk«nÈEkt	dIsk«nÈEkt«d	37	disconnect	disconnected	reg
dIsÈorg«nYz	dIsÈorg«nYzd	37	disorganize	disorganized	reg
dIskwÈY«t	dIskwÈY«t«d	37	disquiet	disquieted	reg
dYvÈÕJ	dYvÈÕJd	37	diverge	diverged	reg
dÈWs	dÈWst	37	douse	doused	reg
drÈon	drÈond	37	drone	droned	reg
ÈEb	ÈEbd	37	ebb	ebbed	reg
IklÈIps	IklÈIpst	37	eclipse	eclipsed	reg
IgzÈEmpt	IgzÈEmpt«d	37	exempt	exempted	reg
fÈEstÕ	fÈEstÕd	37	fester	festered	reg
flÈÃstÕ	flÈÃstÕd	37	fluster	flustered	reg
hÈEktÕ	hÈEktÕd	37	hector	hectored	reg
ÈIntÕn	ÈIntÕnd	37	intern	interned	reg
lÈif	lÈift	37	leaf	leafed	reg
lÈIkwIdet	lÈIkwIdet«d	37	liquidate	liquidated	reg
mÈWD	mÈWDd	37	mouth	mouthed	reg
ovÕsÈImplIfY	ovÕsÈImplIfYd	37	oversimplify	oversimplified	reg
pÕsÈanIfY	pÕsÈanIfYd	37	personify	personified	reg
rÈEktIfY	rÈEktIfYd	37	rectify	rectified	reg
rifjÈu«l	rifjÈu«ld	37	refuel	refuelled	reg
snÈÃf	snÈÃft	37	snuff	snuffed	reg
stÈIpjUlet	stÈIpjUlet«d	37	stipulate	stipulated	reg
tÈnt	tÈnt«d	37	taunt	taunted	reg
twÈId«l	twÈId«ld	37	twiddle	twiddled	reg
ÃpgrÈed	ÃpgrÈed«d	37	upgrade	upgraded	reg
rÈEst	rÈEst«d	37	wrest	wrested	reg
QksÈid	QksÈid«d	36	accede	acceded	reg
«klÈem	«klÈemd	36	acclaim	acclaimed	reg
bÈQNkwIt	bÈQNkwIt«d	36	banquet	banqueted	reg
bÈest	bÈest«d	36	baste	basted	reg
bÈÃmb«l	bÈÃmb«ld	36	bumble	bumbled	reg
kÈQt«gÕYz	kÈQt«gÕYzd	36	categorize	categorized	reg
kÈamplImEnt	kÈamplImEnt«d	36	compliment	complimented	reg
krÈun	krÈund	36	croon	crooned	reg
kÈÕd«l	kÈÕd«ld	36	curdle	curdled	reg
difjÈuz	difjÈuzd	36	defuse	defused	reg
dÈEt«net	dÈEt«net«d	36	detonate	detonated	reg
dIsbIlÈiv	dIsbIlÈivd	36	disbelieve	disbelieved	reg
dIsmÈEmbÕ	dIsmÈEmbÕd	36	dismember	dismembered	reg
dIskwÈalIfY	dIskwÈalIfYd	36	disqualify	disqualified	reg
dIstÈEnd	dIstÈEnd«d	36	distend	distended	reg
Èirmark	Èirmarkt	36	earmark	earmarked	reg
EkstÈol	EkstÈold	36	extol	extolled	reg
flÈut	flÈut«d	36	flute	fluted	reg
frÈÃnt	frÈÃnt«d	36	front	fronted	reg
gÈarnIS	gÈarnISt	36	garnish	garnished	reg
hÈark	hÈarkt	36	hark	harked	reg
hÈWnd	hÈWnd«d	36	hound	hounded	reg
IgnÈYt	IgnÈYt«d	36	ignite	ignited	reg
ÈImprEgnet	ÈImprEgnet«d	36	impregnate	impregnated	reg
InfÈEst	InfÈEst«d	36	infest	infested	reg
JÈar	JÈard	36	jar	jarred	reg
lÈQNgwIS	lÈQNgwISt	36	languish	languished	reg
ÈorbIt	ÈorbIt«d	36	orbit	orbited	reg
ÈasIlet	ÈasIlet«d	36	oscillate	oscillated	reg
pÈÃlset	pÈÃlset«d	36	pulsate	pulsated	reg
kwÈEl	kwÈEld	36	quell	quelled	reg
rivÈÕbÕet	rivÈÕbÕet«d	36	reverberate	reverberated	reg
skÈÃf	skÈÃft	36	scuff	scuffed	reg
sÈEgmEnt	sÈEgmEnt«d	36	segment	segmented	reg
slÈaS	slÈaSt	36	slosh	sloshed	reg
slÈWC	slÈWCt	36	slouch	slouched	reg
sÃbvÈÕt	sÃbvÈÕt«d	36	subvert	subverted	reg
«brÈiviet	«brÈiviet«d	35	abbreviate	abbreviated	reg
«bÈort	«bÈort«d	35	abort	aborted	reg
«bzÈalv	«bzÈalvd	35	absolve	absolved	reg
QdmÈanIS	QdmÈanISt	35	admonish	admonished	reg
bÈQg	bÈQgd	35	bag	bagged	reg
bIfÈIt	bIfÈIt«d	35	befit	befitted	reg
bIlÈY	bIlÈYd	35	belie	belied	reg
blÈit	blÈit«d	35	bleat	bleated	reg
kÈeJ	kÈeJd	35	cage	caged	reg
kÈWC	kÈWCt	35	couch	couched	reg
krÈez	krÈezd	35	craze	crazed	reg
dikÈod	dikÈod«d	35	decode	decoded	reg
IkÈan«mYz	IkÈan«mYzd	35	economize	economized	reg
InmÈES	InmÈESt	35	enmesh	enmeshed	reg
ÈEksorsYz	ÈEksorsYzd	35	exorcize	exorcized	reg
hÈQg«l	hÈQg«ld	35	haggle	haggled	reg
hÈol	hÈold	35	hole	holed	reg
InsÈEns	InsÈEnst	35	incense	incensed	reg
mÈalIfY	mÈalIfYd	35	mollify	mollified	reg
nIgÈet	nIgÈet«d	35	negate	negated	reg
nÈIk	nÈIkt	35	nick	nicked	reg
WtlÈIv	WtlÈIvd	35	outlive	outlived	reg
pÈEns«l	pÈEns«ld	35	pencil	pencilled	reg
p«tÈIS«n	p«tÈIS«nd	35	petition	petitioned	reg
plÈet	plÈet«d	35	plait	plaited	reg
pÈapjUlÕYz	pÈapjUlÕYzd	35	popularize	popularized	reg
pÈazIt	pÈazIt«d	35	posit	posited	reg
kwÈek	kwÈekt	35	quake	quaked	reg
rIJÈuv«net	rIJÈuv«net«d	35	rejuvenate	rejuvenated	reg
rÈakIt	rÈakIt«d	35	rocket	rocketed	reg
rÈÃpCÕ	rÈÃpCÕd	35	rupture	ruptured	reg
skÈQvInJ	skÈQvInJd	35	scavenge	scavenged	reg
spÈYk	spÈYkt	35	spike	spiked	reg
stÈip	stÈipt	35	steep	steeped	reg
strÈQg«l	strÈQg«ld	35	straggle	straggled	reg
swÈIS	swÈISt	35	swish	swished	reg
trÈEspQs	trÈEspQst	35	trespass	trespassed	reg
ÃndÕkÈÃt	ÃndÕkÈÃt	35	undercut		irreg
wÈÕd	wÈÕd«d	35	word	worded	reg
«kÈst	«kÈst«d	34	accost	accosted	reg
QkwiÈEs	QkwiÈEst	34	acquiesce	acquiesced	reg
ÈQmpjUtet	ÈQmpjUtet«d	34	amputate	amputated	reg
bÈk	bÈkt	34	balk	balked	reg
CÈYd	CÈYd«d	34	chide	chided	reg
krÈQNk	krÈQNkt	34	crank	cranked	reg
dÈEd«n	dÈEd«nd	34	deaden	deadened	reg
dÈEnt	dÈEnt«d	34	dent	dented	reg
drÈul	drÈuld	34	drool	drooled	reg
ÈEkstr«ket	ÈEkstr«ket«d	34	extricate	extricated	reg
hÈQlo	hÈQlod	34	hallow	hallowed	reg
ÈYd«l	ÈYd«ld	34	idle	idled	reg
ImÈobIlYz	ImÈobIlYzd	34	immobilize	immobilized	reg
JÈaS	JÈaSt	34	josh	joshed	reg
lÈQC	lÈQCt	34	latch	latched	reg
mÈQNg«l	mÈQNg«ld	34	mangle	mangled	reg
mÈYm	mÈYmd	34	mime	mimed	reg
mIsIntÈÕprIt	mIsIntÈÕprIt«d	34	misinterpret	misinterpreted	reg
mIslÈe	mIslÈed	34	mislay	mislaid	reg
ovÕhÈl	ovÕhÈld	34	overhaul	overhauled	reg
pÕfjÈum	pÕfjÈumd	34	perfume	perfumed	reg
pÕplÈEks	pÕplÈEkst	34	perplex	perplexed	reg
prÈin	prÈind	34	preen	preened	reg
rIsÈIpr«ket	rIsÈIpr«ket«d	34	reciprocate	reciprocated	reg
ri«bÈIlItet	ri«bÈIlItet«d	34	rehabilitate	rehabilitated	reg
rÈust	rÈust«d	34	roost	roosted	reg
rÈop	rÈopt	34	rope	roped	reg
SÈY	SÈYd	34	shy	shied	reg
slÈÕ	slÈÕd	34	slur	slurred	reg
smÈÃJ	smÈÃJd	34	smudge	smudged	reg
TÈi«rYz	TÈi«rYzd	34	theorize	theorized	reg
ÃplÈIft	ÃplÈIft«d	34	uplift	uplifted	reg
wÈYt«n	wÈYt«nd	34	whiten	whitened	reg
zÈum	zÈumd	34	zoom	zoomed	reg
«bÈEt	«bÈEt«d	33	abet	abetted	reg
«JÈÕn	«JÈÕnd	33	adjourn	adjourned	reg
«prÈez	«prÈezd	33	appraise	appraised	reg
blÈQNkIt	blÈQNkIt«d	33	blanket	blanketed	reg
blÈYt	blÈYt«d	33	blight	blighted	reg
dÈEk	dÈEkt	33	deck	decked	reg
divÈQlju	divÈQljud	33	devalue	devalued	reg
dÈiviet	dÈiviet«d	33	deviate	deviated	reg
dIsIngÈeJ	dIsIngÈeJd	33	disengage	disengaged	reg
dÈan	dÈand	33	don	donned	reg
EsCÈu	EsCÈud	33	eschew	eschewed	reg
gÈem	gÈemd	33	game	gamed	reg
hÈEm	hÈEmd	33	hem	hemmed	reg
WtdÈu	WtdÈId	33	outdo	outdid	irreg
pÈQsIfY	pÈQsIfYd	33	pacify	pacified	reg
pÈer	pÈerd	33	pare	pared	reg
pÈest	pÈest«d	33	paste	pasted	reg
plÈaNk	plÈaNkt	33	plonk	plonked	reg
rÈQmb«l	rÈQmb«ld	33	ramble	rambled	reg
rÈQv«l	rÈQv«ld	33	ravel	ravelled	reg
ridirÈEkt	ridirÈEkt«d	33	redirect	redirected	reg
rifÈÕbIS	rifÈÕbISt	33	refurbish	refurbished	reg
rÈEprImQnd	rÈEprImQnd«d	33	reprimand	reprimanded	reg
rItrÈes	rItrÈest	33	retrace	retraced	reg
sÈir	sÈird	33	sear	seared	reg
snÈIp	snÈIpt	33	snip	snipped	reg
skwÈk	skwÈkt	33	squawk	squawked	reg
TrÈat«l	TrÈat«ld	33	throttle	throttled	reg
trÈEk	trÈEkt	33	trek	trekked	reg
wÈad«l	wÈad«ld	33	waddle	waddled	reg
wÈEstÕnYz	wÈEstÕnYzd	33	westernize	westernized	reg
«tÈEst	«tÈEst«d	32	attest	attested	reg
bIsÈiC	bIsÈt	32	beseech	besought	irreg
k«pÈICUlet	k«pÈICUlet«d	32	capitulate	capitulated	reg
sÈÕtIfY	sÈÕtIfYd	32	certify	certified	reg
klÈINk	klÈINkt	32	clink	clinked	reg
klÈÃmp	klÈÃmpt	32	clump	clumped	reg
ko«lÈEs	ko«lÈEst	32	coalesce	coalesced	reg
dImÈin	dImÈind	32	demean	demeaned	reg
dIsIlÈuZ«n	dIsIlÈuZ«nd	32	disillusion	disillusioned	reg
IntwÈYn	IntwÈYnd	32	entwine	entwined	reg
ÈEkstr«dYt	ÈEkstr«dYt«d	32	extradite	extradited	reg
fÈQst	fÈQst«d	32	fast	fasted	reg
fÈQt	fÈQt«d	32	fat	fatted	reg
fÈEnd	fÈEnd«d	32	fend		reg
grÈÃb	grÈÃbd	32	grub	grubbed	reg
Ink«pÈQsItet	Ink«pÈQsItet«d	32	incapacitate	incapacitated	reg
InsÈInjuet	InsÈInjuet«d	32	insinuate	insinuated	reg
ÈInt«met	ÈInt«met«d	32	intimate	intimated	reg
InvÈIg«ret	InvÈIg«ret«d	32	invigorate	invigorated	reg
m«nÈur	m«nÈurd	32	manure	manured	reg
mjÈut	mjÈut«d	32	mute	muted	reg
nÈutÕ	nÈutÕd	32	neuter	neutered	reg
pÈQsCÕYz	pÈQsCÕYzd	32	pasteurize	pasteurized	reg
prstrÈet	prstrÈet«d	32	prostrate	prostrated	reg
ridÈÃb«l	ridÈÃb«ld	32	redouble	redoubled	reg
rigrÈup	rigrÈupt	32	regroup	regrouped	reg
riTÈINk	riTÈt	32	rethink	rethought	irreg
SÈQmb«l	SÈQmb«ld	32	shamble	shambled	reg
slÈÃmbÕ	slÈÃmbÕd	32	slumber	slumbered	reg
splÈQtÕ	splÈQtÕd	32	splatter	splattered	reg
spÈWt	spÈWt«d	32	spout	spouted	reg
s«bsÈIst	s«bsÈIst«d	32	subsist	subsisted	reg
swÈIl	swÈIld	32	swill	swilled	reg
tÈWz«l	tÈWz«ld	32	tousle	tousled	reg
tÈutÕ	tÈutÕd	32	tutor	tutored	reg
vÈEks	vÈEkst	32	vex	vexed	reg
vÈIktImYz	vÈIktImYzd	32	victimize	victimized	reg
«nÈEks	«nÈEkst	31	annex	annexed	reg
bÈarJ	bÈarJd	31	barge	barged	reg
bIkwÈiT	bIkwÈiTt	31	bequeath	bequeathed	reg
brÈev	brÈevd	31	brave	braved	reg
bÈÃJIt	bÈÃJIt«d	31	budget	budgeted	reg
CÈQmpi«n	CÈQmpi«nd	31	champion	championed	reg
CÈart	CÈart«d	31	chart	charted	reg
klÈabÕ	klÈabÕd	31	clobber	clobbered	reg
kÈorn	kÈornd	31	corn	corned	reg
kjÈub	kjÈubd	31	cube	cubed	reg
dIkrÈY	dIkrÈYd	31	decry	decried	reg
dIsÈoSiet	dIsÈoSiet«d	31	dissociate	dissociated	reg
InkÈQpsUlet	InkÈQpsUlet«d	31	encapsulate	encapsulated	reg
fÈWndÕ	fÈWndÕd	31	founder	foundered	reg
hÈero	hÈerod	31	harrow	harrowed	reg
lÈInC	lÈInCt	31	lynch	lynched	reg
mIsrEprIzÈEnt	mIsrEprIzÈEnt«d	31	misrepresent	misrepresented	reg
mÈaJulet	mÈaJulet«d	31	modulate	modulated	reg
nÈid«l	nÈid«ld	31	needle	needled	reg
plÈap	plÈapt	31	plop	plopped	reg
prÈEJUdIs	prÈEJUdIst	31	prejudice	prejudiced	reg
rÈQdIk«lYz	rÈQdIk«lYzd	31	radicalize	radicalized	reg
sÈQp	sÈQpt	31	sap	sapped	reg
sIluÈEt	sIluÈEt«d	31	silhouette	silhouetted	reg
slÈev	slÈevd	31	slave	slaved	reg
stÈupIfY	stÈupIfYd	31	stupefy	stupefied	reg
sÈÃbdIvYd	sÈÃbdIvYd«d	31	subdivide	subdivided	reg
trÈIp«l	trÈIp«ld	31	triple	tripled	reg
trÈol	trÈold	31	troll	trolled	reg
ÃndÕpÈIn	ÃndÕpÈInd	31	underpin	underpinned	reg
ÈQg«nYz	ÈQg«nYzd	30	agonize	agonized	reg
brÈQg	brÈQgd	30	brag	bragged	reg
bÈÃtrIs	bÈÃtrIst	30	buttress	buttressed	reg
koÈÕs	koÈÕst	30	coerce	coerced	reg
k«nJÈil	k«nJÈild	30	congeal	congealed	reg
k«rÈod	k«rÈod«d	30	corrode	corroded	reg
kÈWnt«n«ns	kÈWnt«n«nst	30	countenance	countenanced	reg
dIfÈorm	dIfÈormd	30	deform	deformed	reg
dÈEstIn	dÈEstInd	30	destine	destined	reg
dÈIS	dÈISt	30	dish	dished	reg
dIsÈordÕ	dIsÈordÕd	30	disorder	disordered	reg
dIsÈon	dIsÈond	30	disown	disowned	reg
dÈak	dÈakt	30	dock	docked	reg
ImpÈel	ImpÈeld	30	impale	impaled	reg
InÈgjUret	InÈgjUret«d	30	inaugurate	inaugurated	reg
InfjÈuz	InfjÈuzd	30	infuse	infused	reg
lÈop	lÈopt	30	lope	loped	reg
mÈQs«kÕ	mÈQs«kÕd	30	massacre	massacred	reg
mÈET«let	mÈET«let«d	30	methylate	methylated	reg
mIsJÈÃJ	mIsJÈÃJd	30	misjudge	misjudged	reg
mÈor«lYz	mÈor«lYzd	30	moralize	moralized	reg
mÈot«rYz	mÈot«rYzd	30	motorize	motorized	reg
nÈQCÕ«lYz	nÈQCÕ«lYzd	30	naturalize	naturalized	reg
ovÕÈ	ovÕÈd	30	overawe	overawed	reg
